name1,name2,cat_id,normalized_text,tokens
کاپشن بادی دخترانه فول مودا 24KCCK4528196702 - 19351 | Fullamoda,,6,کاپشن بادی دخترانه فول مودا kcck fullamoda,"['کاپشن', 'بادی', 'دخترانه', 'فول', 'مودا', 'kcck', 'fullamoda']"
کاپشن آستین بلند دخترانه|پسرانه Lela | 5764516,,6,کاپشن آستین بلند دخترانه پسرانه lela,"['کاپشن', 'آستین', 'بلند', 'دخترانه', 'پسرانه', 'lela']"
کاپشن بادی دخترانه بیلن کیدز GRPCM00015496 - 19351 | Bilen Kids,,6,کاپشن بادی دخترانه بیلن کیدز grpcm bilen kids,"['کاپشن', 'بادی', 'دخترانه', 'بیلن', 'کیدز', 'grpcm', 'bilen', 'kids']"
بارانی و بادگیر دخترانه برند ایگور اصل 5003077018,,6,بارانی بادگیر دخترانه برند ایگور اصل,"['بارانی', 'بادگیر', 'دخترانه', 'برند', 'ایگور', 'اصل']"
کاپشن دخترانه تامی هیلفیگر اورجینال | 5003089371,,6,کاپشن دخترانه تامی هیلفیگر اورجینال,"['کاپشن', 'دخترانه', 'تامی', 'هیلفیگر', 'اورجینال']"
کاپشن بوفالویی پسرانه کد 8387,,6,کاپشن بوفالویی پسرانه,"['کاپشن', 'بوفالویی', 'پسرانه']"
کاپشن جین پسرانه کد 8390,,6,کاپشن جین پسرانه,"['کاپشن', 'جین', 'پسرانه']"
کاپشن یو اس پولو اورجینال | 5002935514 | U.S. Polo Assn.,,6,کاپشن پولو اورجینال polo assn,"['کاپشن', 'پولو', 'اورجینال', 'polo', 'assn']"
کاپشن کلاهدار خز پفدار براق داخل طرح گلدار دخترانه برند MISS PALLONE کد 1701241989,,6,کاپشن کلاهدار پفدار براق داخل طرح گلدار دخترانه برند miss pallone,"['کاپشن', 'کلاهدار', 'پفدار', 'براق', 'داخل', 'طرح', 'گلدار', 'دخترانه', 'برند', 'miss', 'pallone']"
کاپشن دخترانه بی اند ام اسمایل GRP10023243 - 19351 | Bi&Em Smile,,6,کاپشن دخترانه اند اسمایل grp smile,"['کاپشن', 'دخترانه', 'اند', 'اسمایل', 'grp', 'smile']"
کاپشن حرفه ای برند کریویت آلمان,,6,کاپشن حرفه برند کریویت آلمان,"['کاپشن', 'حرفه', 'برند', 'کریویت', 'آلمان']"
کاپشن دخترانه|پسرانه Decathlon 312060,,6,کاپشن دخترانه پسرانه decathlon,"['کاپشن', 'دخترانه', 'پسرانه', 'decathlon']"
کاپشن بادی پسرانه فیت راحت السی وایکیکی کیدز W35085Z4 - J0V | LCW Kids,,6,کاپشن بادی پسرانه فیت راحت السی وایکیکی کیدز lcw kids,"['کاپشن', 'بادی', 'پسرانه', 'فیت', 'راحت', 'السی', 'وایکیکی', 'کیدز', 'lcw', 'kids']"
بارانی لاینردار توکرکی دخترانه طرحدار طرح ال وی,,6,بارانی لاینردار توکرکی دخترانه طرحدار طرح,"['بارانی', 'لاینردار', 'توکرکی', 'دخترانه', 'طرحدار', 'طرح']"
کاپشن آستین بلند دفاکتو اورجینال | X5201A222WN | Defacto,,6,کاپشن آستین بلند دفاکتو اورجینال xawn defacto,"['کاپشن', 'آستین', 'بلند', 'دفاکتو', 'اورجینال', 'xawn', 'defacto']"
کاپشن بادی دخترانه سوز بلو W2G174Z4 - J2Y | SOUTHBLUE,,6,کاپشن بادی دخترانه سوز بلو wgz southblue,"['کاپشن', 'بادی', 'دخترانه', 'سوز', 'بلو', 'wgz', 'southblue']"
کاپشن دخترانه فیت نرمال سوز بلو W2FC20Z4SKD | SOUTHBLUE,,6,کاپشن دخترانه فیت نرمال سوز بلو wfczskd southblue,"['کاپشن', 'دخترانه', 'فیت', 'نرمال', 'سوز', 'بلو', 'wfczskd', 'southblue']"
پالتو آستین بلند کوتون اورجینال | 4WKG00015AW | Koton,,6,پالتو آستین بلند کوتون اورجینال wkgaw koton,"['پالتو', 'آستین', 'بلند', 'کوتون', 'اورجینال', 'wkgaw', 'koton']"
کاپشن دخترانه للا 5761905 - 19351 | Lela,,6,کاپشن دخترانه للا lela,"['کاپشن', 'دخترانه', 'للا', 'lela']"
کاپشن آستین استاندارد راسته دخترانه|پسرانه Slazenger ST23JC026,,6,کاپشن آستین استاندارد راسته دخترانه پسرانه slazenger stjc,"['کاپشن', 'آستین', 'استاندارد', 'راسته', 'دخترانه', 'پسرانه', 'slazenger', 'stjc']"
جلیقه پانچو اورجینال | 2321BB23007 | Panço,,6,جلیقه پانچو اورجینال panço,"['جلیقه', 'پانچو', 'اورجینال', 'panço']"
بارانی و بادگیر دخترانه دفاکتو Defacto | Y9791A623SP,,6,بارانی بادگیر دخترانه دفاکتو defacto yasp,"['بارانی', 'بادگیر', 'دخترانه', 'دفاکتو', 'defacto', 'yasp']"
کاپشن دخترانه برند سی ویل گیرلز اصل 21796202323W1,,6,کاپشن دخترانه برند ویل گیرلز اصل,"['کاپشن', 'دخترانه', 'برند', 'ویل', 'گیرلز', 'اصل']"
بارانی پسرانه جکندروی 10682 - 20072 | JackandRoy,,6,بارانی پسرانه جکندروی jackandroy,"['بارانی', 'پسرانه', 'جکندروی', 'jackandroy']"
کاپشن پسرانه برند فانکی راکس Funky Rocks اورجینال 5002712579,,6,کاپشن پسرانه برند فانکی راکس funky rocks اورجینال,"['کاپشن', 'پسرانه', 'برند', 'فانکی', 'راکس', 'funky', 'rocks', 'اورجینال']"
"بارانی دخترانه کد 17956 ا Raincoat for girls, code 17956","Raincoat for girls, code 17956",6,بارانی دخترانه raincoat for girls code,"['بارانی', 'دخترانه', 'raincoat', 'for', 'girls', 'code']"
کاپشن پسرانه – دخترانه برند اسلازنگر اصل ST23JC026,,6,کاپشن پسرانه دخترانه برند اسلازنگر اصل stjc,"['کاپشن', 'پسرانه', 'دخترانه', 'برند', 'اسلازنگر', 'اصل', 'stjc']"
کاپشن دخترانه بنتتون اورجینال | 5003070980,,6,کاپشن دخترانه بنتتون اورجینال,"['کاپشن', 'دخترانه', 'بنتتون', 'اورجینال']"
پافر شمعی کلاه شیطونی مشکی,,6,پافر شمعی کلاه شیطونی مشکی,"['پافر', 'شمعی', 'کلاه', 'شیطونی', 'مشکی']"
کاپشن الیاف کامل کلاهدار زمستانی پارچه داخل پالتو ضد آب دخترانه برند Asortix کد 1700826083,,6,کاپشن الیاف کامل کلاهدار زمستانی پارچه داخل پالتو دخترانه برند asortix,"['کاپشن', 'الیاف', 'کامل', 'کلاهدار', 'زمستانی', 'پارچه', 'داخل', 'پالتو', 'دخترانه', 'برند', 'asortix']"
کاپشن جدید بچگانه خارجی |پسرانه و دخترانه شیک جنس درجه یک کد 1135,,6,کاپشن جدید بچگانه خارجی پسرانه دخترانه شیک جنس درجه,"['کاپشن', 'جدید', 'بچگانه', 'خارجی', 'پسرانه', 'دخترانه', 'شیک', 'جنس', 'درجه']"
بارانی کلاه ثابت دخترانه برند cool club کد kids1149,,6,بارانی کلاه ثابت دخترانه برند cool club kids,"['بارانی', 'کلاه', 'ثابت', 'دخترانه', 'برند', 'cool', 'club', 'kids']"
کاپشن بادی دخترانه بیلن کیدز PCM00014535 - 19351 | Bilen Kids,,6,کاپشن بادی دخترانه بیلن کیدز pcm bilen kids,"['کاپشن', 'بادی', 'دخترانه', 'بیلن', 'کیدز', 'pcm', 'bilen', 'kids']"
کاپشن دخترانه برند کانسین مینی اصل GRPCM00015548,,6,کاپشن دخترانه برند کانسین مینی اصل grpcm,"['کاپشن', 'دخترانه', 'برند', 'کانسین', 'مینی', 'اصل', 'grpcm']"
کاپشن کودک کمر طرحدار دخترانه برند Panço کد 1701045973,,6,کاپشن کودک کمر طرحدار دخترانه برند panço,"['کاپشن', 'کودک', 'کمر', 'طرحدار', 'دخترانه', 'برند', 'panço']"
کاپشن جدید بچگانه |دخترانه شیک جنس درجه یک تضمینی کد 1154,,6,کاپشن جدید بچگانه دخترانه شیک جنس درجه تضمینی,"['کاپشن', 'جدید', 'بچگانه', 'دخترانه', 'شیک', 'جنس', 'درجه', 'تضمینی']"
کاپشن آستین استاندارد راسته دخترانه|پسرانه Slazenger ST23JC029,,6,کاپشن آستین استاندارد راسته دخترانه پسرانه slazenger stjc,"['کاپشن', 'آستین', 'استاندارد', 'راسته', 'دخترانه', 'پسرانه', 'slazenger', 'stjc']"
کاپشن پسرانه بچهگانه مشکی طرح دار کد 1117,,6,کاپشن پسرانه بچهگانه مشکی طرح دار,"['کاپشن', 'پسرانه', 'بچهگانه', 'مشکی', 'طرح', 'دار']"
پافر بهاری دخترانه طرح تکشاخ,,6,پافر بهاری دخترانه طرح تکشاخ,"['پافر', 'بهاری', 'دخترانه', 'طرح', 'تکشاخ']"
پالتو آستین بلند ال سی وایکیکی اورجینال | TYC2I783GN169571626910222 | LC Waikiki,,6,پالتو آستین بلند وایکیکی اورجینال tycign waikiki,"['پالتو', 'آستین', 'بلند', 'وایکیکی', 'اورجینال', 'tycign', 'waikiki']"
کاپشن پسرانه کانسین مینی اورجینال | GRPCM00014541,,6,کاپشن پسرانه کانسین مینی اورجینال grpcm,"['کاپشن', 'پسرانه', 'کانسین', 'مینی', 'اورجینال', 'grpcm']"
بارانی دخترانه لینیک Linik کد 1006100054,,6,بارانی دخترانه لینیک linik,"['بارانی', 'دخترانه', 'لینیک', 'linik']"
کاپشن پسرانه Lela | 5760022,,6,کاپشن پسرانه lela,"['کاپشن', 'پسرانه', 'lela']"
پالتو دخترانه ال سی وایکیکی کیدز W20543Z4 - LKX | LCW Kids,,6,پالتو دخترانه وایکیکی کیدز lkx lcw kids,"['پالتو', 'دخترانه', 'وایکیکی', 'کیدز', 'lkx', 'lcw', 'kids']"
کاپشن دخترانه دفاکتو ترکیه | X5160A222WN,,6,کاپشن دخترانه دفاکتو ترکیه xawn,"['کاپشن', 'دخترانه', 'دفاکتو', 'ترکیه', 'xawn']"
کاپشن بادی پسرانه للا 57611967 - 37428 | Lela,,6,کاپشن بادی پسرانه للا lela,"['کاپشن', 'بادی', 'پسرانه', 'للا', 'lela']"
پالتو کوتون اورجینال | 4WMB00005TW | Koton,,6,پالتو کوتون اورجینال wmbtw koton,"['پالتو', 'کوتون', 'اورجینال', 'wmbtw', 'koton']"
کاپشن دخترانه Mayoral | 283072_109537,,6,کاپشن دخترانه mayoral,"['کاپشن', 'دخترانه', 'mayoral']"
کاپشن پسرانه برند مانگو کیدز اصل 37095129,,6,کاپشن پسرانه برند مانگو کیدز اصل,"['کاپشن', 'پسرانه', 'برند', 'مانگو', 'کیدز', 'اصل']"
کاپشن پسرانه برند ترسپاس اصل 5003089167,,6,کاپشن پسرانه برند ترسپاس اصل,"['کاپشن', 'پسرانه', 'برند', 'ترسپاس', 'اصل']"
کاپشن بارونی تو خزدار طرح پونی مناسب حدود 18 ماه تا 7 سال,,6,کاپشن بارونی خزدار طرح پونی مناسب حدود ماه سال,"['کاپشن', 'بارونی', 'خزدار', 'طرح', 'پونی', 'مناسب', 'حدود', 'ماه', 'سال']"
کاپشن کودک پسرانه مدل بارانی(سیسمونی سارالند),,6,کاپشن کودک پسرانه مدل بارانی سیسمونی سارالند,"['کاپشن', 'کودک', 'پسرانه', 'مدل', 'بارانی', 'سیسمونی', 'سارالند']"
بارانی و بادگیر پسرانه – دخترانه برند ایگور اصل W10254-IGR001,,6,بارانی بادگیر پسرانه دخترانه برند ایگور اصل igr,"['بارانی', 'بادگیر', 'پسرانه', 'دخترانه', 'برند', 'ایگور', 'اصل', 'igr']"
کاپشن دخترانه مانگو اورجینال | 37005616,,6,کاپشن دخترانه مانگو اورجینال,"['کاپشن', 'دخترانه', 'مانگو', 'اورجینال']"
کاپشن زمستانی جیب دار کلاهدار گلدار پفدار بادگیر آب پلار داخل طرح بنفش سفید دخترانه برند Montland کد 1700275865,,6,کاپشن زمستانی جیب دار کلاهدار گلدار پفدار بادگیر پلار داخل طرح بنفش سفید دخترانه برند montland,"['کاپشن', 'زمستانی', 'جیب', 'دار', 'کلاهدار', 'گلدار', 'پفدار', 'بادگیر', 'پلار', 'داخل', 'طرح', 'بنفش', 'سفید', 'دخترانه', 'برند', 'montland']"
کاپشن پسرانه,,6,کاپشن پسرانه,"['کاپشن', 'پسرانه']"
کاپشن دخترانه للا | Lela,,6,کاپشن دخترانه للا lela,"['کاپشن', 'دخترانه', 'للا', 'lela']"
شنل کاپشن چرم روزبه,,6,شنل کاپشن چرم روزبه,"['شنل', 'کاپشن', 'چرم', 'روزبه']"
کاپشن خرس دار,,6,کاپشن خرس دار,"['کاپشن', 'خرس', 'دار']"
کاپشن دخترانه مانگو اورجینال | 37023642,,6,کاپشن دخترانه مانگو اورجینال,"['کاپشن', 'دخترانه', 'مانگو', 'اورجینال']"
کاپشن زمستانی 5سن بادگیر آب دخترانه برند Carmin Baby کد 1700315532,,6,کاپشن زمستانی بادگیر دخترانه برند carmin baby,"['کاپشن', 'زمستانی', 'بادگیر', 'دخترانه', 'برند', 'carmin', 'baby']"
کاپشن دخترانه ال سی وایکیکی اکو W34731Z4 - CVL | LCW ECO,,6,کاپشن دخترانه وایکیکی اکو cvl lcw eco,"['کاپشن', 'دخترانه', 'وایکیکی', 'اکو', 'cvl', 'lcw', 'eco']"
کاپشن دخترانه اورجینال | P1952S625,,6,کاپشن دخترانه اورجینال,"['کاپشن', 'دخترانه', 'اورجینال']"
پالتو دخترانه فیت نرمال جکندروی | JackandRoy,,6,پالتو دخترانه فیت نرمال جکندروی jackandroy,"['پالتو', 'دخترانه', 'فیت', 'نرمال', 'جکندروی', 'jackandroy']"
کاپشن دخترانه جین وست Jeanswest کد 04622503,,6,کاپشن دخترانه جین وست jeanswest,"['کاپشن', 'دخترانه', 'جین', 'وست', 'jeanswest']"
کاپشن بادی دخترانه سوز بلو W2FC18Z4 - CVL | SOUTHBLUE,,6,کاپشن بادی دخترانه سوز بلو wfcz cvl southblue,"['کاپشن', 'بادی', 'دخترانه', 'سوز', 'بلو', 'wfcz', 'cvl', 'southblue']"
پالتو دخترانه پانچو اورجینال | 2321GK28008,,6,پالتو دخترانه پانچو اورجینال,"['پالتو', 'دخترانه', 'پانچو', 'اورجینال']"
کاپشن ال سی وایکیکی اورجینال | W32194Z4 - GDY | LC Waikiki,,6,کاپشن وایکیکی اورجینال gdy waikiki,"['کاپشن', 'وایکیکی', 'اورجینال', 'gdy', 'waikiki']"
کاپشن پُلار PEPPERTS,,6,کاپشن پُلار pepperts,"['کاپشن', 'پُلار', 'pepperts']"
پالتو دخترانه اورجینال | hQspQs300105,,6,پالتو دخترانه اورجینال hqspqs,"['پالتو', 'دخترانه', 'اورجینال', 'hqspqs']"
پالتو پسرانه ال سی وایکیکی کیدز W3GC95Z4 - LMJ | LCW Kids,,6,پالتو پسرانه وایکیکی کیدز wgcz lmj lcw kids,"['پالتو', 'پسرانه', 'وایکیکی', 'کیدز', 'wgcz', 'lmj', 'lcw', 'kids']"
کاپشن بادی پسرانه فیت نرمال السی وایکیکی کیدز W30266Z4 - HHX | LCW Kids,,6,کاپشن بادی پسرانه فیت نرمال السی وایکیکی کیدز hhx lcw kids,"['کاپشن', 'بادی', 'پسرانه', 'فیت', 'نرمال', 'السی', 'وایکیکی', 'کیدز', 'hhx', 'lcw', 'kids']"
کاپشن پسرانه برند کانسین مینی اصل GRPCM00015611,,6,کاپشن پسرانه برند کانسین مینی اصل grpcm,"['کاپشن', 'پسرانه', 'برند', 'کانسین', 'مینی', 'اصل', 'grpcm']"
بارانی پسرانه پینا کیدز 2016 - 20074 | Pina Kids,,6,بارانی پسرانه پینا کیدز pina kids,"['بارانی', 'پسرانه', 'پینا', 'کیدز', 'pina', 'kids']"
کاپشن دخترانه Perendi | 17778,,6,کاپشن دخترانه perendi,"['کاپشن', 'دخترانه', 'perendi']"
کاپشن دخترانه طرح جوجه سایز ۵۰ ارسال رایگان - ۵۰,,6,کاپشن دخترانه طرح جوجه سایز ارسال رایگان,"['کاپشن', 'دخترانه', 'طرح', 'جوجه', 'سایز', 'ارسال', 'رایگان']"
کاپشن بادی پسرانه ال سی وایکیکی اکو W31251Z4 - V4H | LCW ECO,,6,کاپشن بادی پسرانه وایکیکی اکو lcw eco,"['کاپشن', 'بادی', 'پسرانه', 'وایکیکی', 'اکو', 'lcw', 'eco']"
کاپشن نقلی خارجی بچگانه | جدید دخترانه شیک جنس تضمینی درجه یک کد 1284,,6,کاپشن نقلی خارجی بچگانه جدید دخترانه شیک جنس تضمینی درجه,"['کاپشن', 'نقلی', 'خارجی', 'بچگانه', 'جدید', 'دخترانه', 'شیک', 'جنس', 'تضمینی', 'درجه']"
کاپشن پسرانه – دخترانه اسلازنگر اورجینال | ST23JC028,,6,کاپشن پسرانه دخترانه اسلازنگر اورجینال stjc,"['کاپشن', 'پسرانه', 'دخترانه', 'اسلازنگر', 'اورجینال', 'stjc']"
کاپشن ضد آب داخل خز طرح سگ - طبق عکس / 3,,6,کاپشن داخل طرح طبق عکس,"['کاپشن', 'داخل', 'طرح', 'طبق', 'عکس']"
کاپشن دخترانه|پسرانه Only | 15245678,,6,کاپشن دخترانه پسرانه only,"['کاپشن', 'دخترانه', 'پسرانه', 'only']"
کاپشن دخترانه|پسرانه Hannah 10005309HHX.01,,6,کاپشن دخترانه پسرانه hannah hhx,"['کاپشن', 'دخترانه', 'پسرانه', 'hannah', 'hhx']"
کاپشن ال سی وایکیکی اورجینال | W31178Z1 - FDL - | LC Waikiki,,6,کاپشن وایکیکی اورجینال fdl waikiki,"['کاپشن', 'وایکیکی', 'اورجینال', 'fdl', 'waikiki']"
کاپشن دفاکتو اورجینال | A2246A8BR181mc | Defacto,,6,کاپشن دفاکتو اورجینال aabrmc defacto,"['کاپشن', 'دفاکتو', 'اورجینال', 'aabrmc', 'defacto']"
پالتو کوتون اورجینال | 4WMB00005TW | Koton,,6,پالتو کوتون اورجینال wmbtw koton,"['پالتو', 'کوتون', 'اورجینال', 'wmbtw', 'koton']"
کاپشن پسرانه برند نایک اصل U10TY86K905,,6,کاپشن پسرانه برند نایک اصل utyk,"['کاپشن', 'پسرانه', 'برند', 'نایک', 'اصل', 'utyk']"
کاپشن دخترانه Nike | NKCU9157-011,,6,کاپشن دخترانه nike nkcu,"['کاپشن', 'دخترانه', 'nike', 'nkcu']"
کاپشن بادی دخترانه سوز بلو W2FC22Z4 - SKD | SOUTHBLUE,,6,کاپشن بادی دخترانه سوز بلو wfcz skd southblue,"['کاپشن', 'بادی', 'دخترانه', 'سوز', 'بلو', 'wfcz', 'skd', 'southblue']"
بارانی و بادگیر دخترانه چاکرا اورجینال | CD232TEK226,,6,بارانی بادگیر دخترانه چاکرا اورجینال cdtek,"['بارانی', 'بادگیر', 'دخترانه', 'چاکرا', 'اورجینال', 'cdtek']"
بارانی و بادگیر ورزشی پسرانه – دخترانه برند نایک اصل DJ6324,,6,بارانی بادگیر ورزشی پسرانه دخترانه برند نایک اصل,"['بارانی', 'بادگیر', 'ورزشی', 'پسرانه', 'دخترانه', 'برند', 'نایک', 'اصل']"
کاپشن دخترانه برند للا کد: 5760031,,6,کاپشن دخترانه برند للا,"['کاپشن', 'دخترانه', 'برند', 'للا']"
کاپشن پسرانه – دخترانه برند کلمبیا اصل 1957981010,,6,کاپشن پسرانه دخترانه برند کلمبیا اصل,"['کاپشن', 'پسرانه', 'دخترانه', 'برند', 'کلمبیا', 'اصل']"
کاپشن لایت بچه گانه,,6,کاپشن لایت بچه گانه,"['کاپشن', 'لایت', 'بچه', 'گانه']"
بارانی دخترانه لینیک Linik کد 1006100059,,6,بارانی دخترانه لینیک linik,"['بارانی', 'دخترانه', 'لینیک', 'linik']"
کاپشن آستین بلند راسته دخترانه FREE ARSLAN COLLECTİON | FRE565133,,6,کاپشن آستین بلند راسته دخترانه free arslan collecti̇on fre,"['کاپشن', 'آستین', 'بلند', 'راسته', 'دخترانه', 'free', 'arslan', 'collecti̇on', 'fre']"
پالتو دخترانه پولشی کد 8362,,6,پالتو دخترانه پولشی,"['پالتو', 'دخترانه', 'پولشی']"
کاپشن ال سی وایکیکی اورجینال | W31294Z1 - HEU | LC Waikiki,,6,کاپشن وایکیکی اورجینال heu waikiki,"['کاپشن', 'وایکیکی', 'اورجینال', 'heu', 'waikiki']"
کاپشن بادی پسرانه ال سی وایکیکی کیدز W35084Z4 - LQJ | LCW Kids,,6,کاپشن بادی پسرانه وایکیکی کیدز lqj lcw kids,"['کاپشن', 'بادی', 'پسرانه', 'وایکیکی', 'کیدز', 'lqj', 'lcw', 'kids']"
کاپشن دخترانه السی وایکیکی اورجینال | TYCJ5QVSZN169642098249232,,6,کاپشن دخترانه السی وایکیکی اورجینال tycjqvszn,"['کاپشن', 'دخترانه', 'السی', 'وایکیکی', 'اورجینال', 'tycjqvszn']"
پالتو دخترانه برند کوتون اصل 4WKG00018AW,,6,پالتو دخترانه برند کوتون اصل wkgaw,"['پالتو', 'دخترانه', 'برند', 'کوتون', 'اصل', 'wkgaw']"
کاپشن ورزشی دخترانه اسکیچرز اورجینال | SK232176-590,,6,کاپشن ورزشی دخترانه اسکیچرز اورجینال,"['کاپشن', 'ورزشی', 'دخترانه', 'اسکیچرز', 'اورجینال']"
کاپشن یو اس پولو کیدز US Polo Kids کد 5516A1,,6,کاپشن پولو کیدز polo kids,"['کاپشن', 'پولو', 'کیدز', 'polo', 'kids']"
کاپشن پسرانه,,6,کاپشن پسرانه,"['کاپشن', 'پسرانه']"
کاپشن دخترانه للا 57600722966 | Lela,,6,کاپشن دخترانه للا lela,"['کاپشن', 'دخترانه', 'للا', 'lela']"
کاپشن بادی پسرانه فیت نرمال ال سی وایکیکی کیدز W3HE73Z4 - H9U | LCW Kids,,6,کاپشن بادی پسرانه فیت نرمال وایکیکی کیدز whez lcw kids,"['کاپشن', 'بادی', 'پسرانه', 'فیت', 'نرمال', 'وایکیکی', 'کیدز', 'whez', 'lcw', 'kids']"
کاپشن دخترانه رگولار برند للا کد: 6028720,,6,کاپشن دخترانه رگولار برند للا,"['کاپشن', 'دخترانه', 'رگولار', 'برند', 'للا']"
کاپشن دخترانه آنجلوس KMP00010957 - 20042 | angelos,,6,کاپشن دخترانه آنجلوس kmp angelos,"['کاپشن', 'دخترانه', 'آنجلوس', 'kmp', 'angelos']"
کاپشن آستین بلند کوتون اورجینال | TYCDPLXV0N170064511726480 | Koton,,6,کاپشن آستین بلند کوتون اورجینال tycdplxvn koton,"['کاپشن', 'آستین', 'بلند', 'کوتون', 'اورجینال', 'tycdplxvn', 'koton']"
پالتو کوتون اورجینال | 1KKG07548OW | Koton,,6,پالتو کوتون اورجینال kkgow koton,"['پالتو', 'کوتون', 'اورجینال', 'kkgow', 'koton']"
کاپشن بچه گانه اورجینال مارک کیابی KIABI تولید بنگلادش به سفارش فرانسه(برای قد کودک108 تا 113 ),,6,کاپشن بچه گانه اورجینال مارک کیابی kiabi تولید بنگلادش سفارش فرانسه برای کودک,"['کاپشن', 'بچه', 'گانه', 'اورجینال', 'مارک', 'کیابی', 'kiabi', 'تولید', 'بنگلادش', 'سفارش', 'فرانسه', 'برای', 'کودک']"
پالتو پسرانه فیت نرمال ال سی وایکیکی کیدز | LCW Kids,,6,پالتو پسرانه فیت نرمال وایکیکی کیدز lcw kids,"['پالتو', 'پسرانه', 'فیت', 'نرمال', 'وایکیکی', 'کیدز', 'lcw', 'kids']"
کاپشن و پالتو دخترانه طرح سه دگمه,,6,کاپشن پالتو دخترانه طرح دگمه,"['کاپشن', 'پالتو', 'دخترانه', 'طرح', 'دگمه']"
پالتو دخترانه ریکوترز 2231312006 - 20013 | Riccotarz,,6,پالتو دخترانه ریکوترز riccotarz,"['پالتو', 'دخترانه', 'ریکوترز', 'riccotarz']"
بارانی دخترانه لینیک Linik کد 1006100057,,6,بارانی دخترانه لینیک linik,"['بارانی', 'دخترانه', 'لینیک', 'linik']"
کاپشن بادی پسرانه فیت نرمال السی وایکیکی اکو W31251Z4V22 | LCW ECO,,6,کاپشن بادی پسرانه فیت نرمال السی وایکیکی اکو wzv lcw eco,"['کاپشن', 'بادی', 'پسرانه', 'فیت', 'نرمال', 'السی', 'وایکیکی', 'اکو', 'wzv', 'lcw', 'eco']"
کاپشن بادی دخترانه ال سی وایکیکی کیدز W30817Z4 - CVL | LCW Kids,,6,کاپشن بادی دخترانه وایکیکی کیدز cvl lcw kids,"['کاپشن', 'بادی', 'دخترانه', 'وایکیکی', 'کیدز', 'cvl', 'lcw', 'kids']"
کاپشن بادی دخترانه فیت نرمال سوز بلو W2FC18Z4CVL | SOUTHBLUE,,6,کاپشن بادی دخترانه فیت نرمال سوز بلو wfczcvl southblue,"['کاپشن', 'بادی', 'دخترانه', 'فیت', 'نرمال', 'سوز', 'بلو', 'wfczcvl', 'southblue']"
جلیقه آستین حلقه ال سی وایکیکی اورجینال | W3DA80Z4 | LC Waikiki,,6,جلیقه آستین حلقه وایکیکی اورجینال wdaz waikiki,"['جلیقه', 'آستین', 'حلقه', 'وایکیکی', 'اورجینال', 'wdaz', 'waikiki']"
کاپشن بادی دخترانه سوز بلو W31104Z4 - H3A | SOUTHBLUE,,6,کاپشن بادی دخترانه سوز بلو southblue,"['کاپشن', 'بادی', 'دخترانه', 'سوز', 'بلو', 'southblue']"
پافربچگانه دخترانه پسرانه,,6,پافربچگانه دخترانه پسرانه,"['پافربچگانه', 'دخترانه', 'پسرانه']"
کاپشن دخترانه فیت نرمال السی وایکیکی اکو W31795Z4 - UMU | LCW ECO,,6,کاپشن دخترانه فیت نرمال السی وایکیکی اکو umu lcw eco,"['کاپشن', 'دخترانه', 'فیت', 'نرمال', 'السی', 'وایکیکی', 'اکو', 'umu', 'lcw', 'eco']"
کاپشن اسپرت تو خز رو کتان JMBEAR,,6,کاپشن اسپرت کتان jmbear,"['کاپشن', 'اسپرت', 'کتان', 'jmbear']"
کاپشن پسرانه للا 5761906 - 18547 | Lela,,6,کاپشن پسرانه للا lela,"['کاپشن', 'پسرانه', 'للا', 'lela']"
کاپشن پفکی - 36تا40 / بنفش,,6,کاپشن پفکی بنفش,"['کاپشن', 'پفکی', 'بنفش']"
کاپشن قطبی پسرانه برند niku kids کد 1701287235,,6,کاپشن قطبی پسرانه برند niku kids,"['کاپشن', 'قطبی', 'پسرانه', 'برند', 'niku', 'kids']"
کاپشن پسرانه کوتون اورجینال | 5003053064,,6,کاپشن پسرانه کوتون اورجینال,"['کاپشن', 'پسرانه', 'کوتون', 'اورجینال']"
پالتو دخترانه فیت نرمال برند للا کد: 2497LINA,,6,پالتو دخترانه فیت نرمال برند للا lina,"['پالتو', 'دخترانه', 'فیت', 'نرمال', 'برند', 'للا', 'lina']"
پافر پسرانه,,6,پافر پسرانه,"['پافر', 'پسرانه']"
بارانی پسرانه ال سی وایکیکی کیدز S40353Z4 - H1Z | LCW Kids,,6,بارانی پسرانه وایکیکی کیدز lcw kids,"['بارانی', 'پسرانه', 'وایکیکی', 'کیدز', 'lcw', 'kids']"
کاپشن دخترانه السی وایکیکی اورجینال | TYCUUGHWON169357986586246,,6,کاپشن دخترانه السی وایکیکی اورجینال tycuughwon,"['کاپشن', 'دخترانه', 'السی', 'وایکیکی', 'اورجینال', 'tycuughwon']"
کاپشن ال سی وایکیکی اورجینال | W30482Z1Y | LC Waikiki,,6,کاپشن وایکیکی اورجینال wzy waikiki,"['کاپشن', 'وایکیکی', 'اورجینال', 'wzy', 'waikiki']"
کاپشن دخترانه کوتون اورجینال | 3WKG00012AW,,6,کاپشن دخترانه کوتون اورجینال wkgaw,"['کاپشن', 'دخترانه', 'کوتون', 'اورجینال', 'wkgaw']"
